,name,city,country,tags,office_lat,office_lon,funds_raised_float,currency,fx_rate,funds_raised_usd,desing_tag,gaming_tag,funding_tag
833,Syntac Ventures,Melbourne,AUS,"software, melbourne, australia, web, bootstrapped",-37.813339,144.970823,0.0,$,1.0,0.0,False,False,False
835,Wizario,Herzliya,ISR,"web-shopping, personal-advisor, shopping-comparison-tool, personalized-product-recommendations",32.1682,34.8125,0.0,$,1.0,0.0,False,False,False
836,Bizroof,San Francisco,USA,"crm, saas, business-software, lamp, calendar, hosted",37.781249,-122.418829,0.0,$,1.0,0.0,False,False,False
838,Zulu Creative,West Midlands,GBR,"website-optimisation, development, online-marketing, graphic-design, birmingham-uk, midlands, sutton-coldfield",52.588545,-1.830892,0.0,$,1.0,0.0,True,False,False
839,Intacct,San Jose,USA,"cloud-computing, saas, on-demand, erp, financial-management, multi-entity, multi-currency, accounting, software",37.332948,-121.89053,64800000.0,$,1.0,64800000.0,False,False,True
840,Vivaty,Menlo Park,USA,"immersive-web, 3d-web, 3d-internet, social-networking, browser-based-virtual-worlds, virtual-words",37.48032,-122.178371,9400000.0,$,1.0,9400000.0,False,False,True
841,Making Sense,San Antonio,USA,"custom-software-development, email-marketing, hispanic, latin-america, email-marketing-full-service, email-marketing-self-service, argentina, it, outsourcing, neashore, html5, ux, ui, application-architecture--design, development, qa, implementation, main",29.516352,-98.43676,0.0,$,1.0,0.0,True,False,False
842,Making Sense,Buenos Aires,ARG,"custom-software-development, email-marketing, hispanic, latin-america, email-marketing-full-service, email-marketing-self-service, argentina, it, outsourcing, neashore, html5, ux, ui, application-architecture--design, development, qa, implementation, main",-34.5892808,-58.43297,0.0,$,1.0,0.0,True,False,False
843,Making Sense,Mar del Plata,ARG,"custom-software-development, email-marketing, hispanic, latin-america, email-marketing-full-service, email-marketing-self-service, argentina, it, outsourcing, neashore, html5, ux, ui, application-architecture--design, development, qa, implementation, main",-38.0060917,-57.5582444,0.0,$,1.0,0.0,True,False,False
844,Norada,Calgary,CAN,"enterprise-2-0, collaboration, project-management, web-2-0, saas, business-applications, crm",51.0460135,-114.0788979,0.0,$,1.0,0.0,False,False,False
845,Noofangle,Addison,USA,"web-advertising, local-marketing",32.961486,-96.825516,0.0,$,1.0,0.0,False,False,False
846,Bambuser,Stockholm,SWE,"live, mobile, streaming, real-time, video, web-cam, phone",59.332788,18.064488,2500000.0,$,1.0,2500000.0,False,False,True
847,MakeFive,"Vancouver, BC",CAN,"community, technology, design, reviews, socialmedia, top-five, video, humor, social, networking, media, sports, news, business, experiences, entertainment, debate",49.2839417,-123.1101383,0.0,$,1.0,0.0,True,False,False
848,Markup Factory,Coralville,USA,"cms, content-management-system, web-publishing, blog",41.679931,-91.595573,0.0,$,1.0,0.0,False,False,False
850,EMAS Pro,La Jolla,USA,"content, management, cms, student-recruitment, student-retention, financial-aid, emas, sara, safe, sara-lite, online, sem, strategic-enrollment-management, higher-education, admissions, enrollment, colleges, universities, software-solution",32.842958,-117.271461,0.0,$,1.0,0.0,False,False,False
851,EMAS Pro,Cincinnati,USA,"content, management, cms, student-recruitment, student-retention, financial-aid, emas, sara, safe, sara-lite, online, sem, strategic-enrollment-management, higher-education, admissions, enrollment, colleges, universities, software-solution",39.098927,-84.510753,0.0,$,1.0,0.0,False,False,False
853,Louis Vuitton,Paris,FRA,"european-designer, fashion",48.871976,2.30069,0.0,$,1.0,0.0,True,False,False
856,Serendipity IT,Auckland,NZL,"it, solution, solutions-provider, customer-focus, new-zealand, nz, delivery, web, mobile, prototype, prototyping",-36.8915013,174.7078821,0.0,$,1.0,0.0,False,False,False
857,InsideView,San Francisco,USA,"socialprise, saas, software-as-a-service, business-search-and-intelligence, sales-intelligence, sales-2-0, emergence",37.764169,-122.402021,56500000.0,$,1.0,56500000.0,False,False,True
858,Vigster,London,GBR,"gaming, social-network, community, video-gaming, portal",51.500152,-0.126236,50000.0,£,1.21,60500.0,False,True,False
859,Xcerion,Linkoping,SWE,"cloud-computing, cloud-os, webos, saas, paas, internet-os, webtop, 4gl, ide, development-tools, xml, xml-db, repository, software, internet-service, consumer",58.408922,15.626481,15300000.0,$,1.0,15300000.0,False,False,True
861,Lolz,New York,USA,"agency, flash, websites, development",40.743563,-73.993274,0.0,$,1.0,0.0,False,False,False
864,UNOS Development,NSW,AUS,"mobile-software, mobile-applications, push-emails, push-service-delivery, save-roaming-calls",-33.641732,151.313553,0.0,$,1.0,0.0,False,False,False
865,ListensToYou,New York,USA,"online-advertising, advertising, recommendation-engine, privacy, product-offers, marketing, internet-privacy",40.731392,-73.9884,0.0,$,1.0,0.0,False,False,False
866,1915 Studios,Oklahoma City,USA,"church-website-builder, church-websites, website-builder",45.545447,-73.639076,0.0,$,1.0,0.0,False,False,False
867,CityTrex,Savannah,USA,"audio-walking-tours, tours, new-media, media, digital-media, content, tales, story-telling, content-provider, tour, travel",32.080963,-81.094231,0.0,$,1.0,0.0,False,False,False
868,Clickability,San Francisco,USA,"wcm, saas, web-content-management",37.7932747,-122.399929,11500000.0,$,1.0,11500000.0,False,False,True
869,WideOrbit,San Francisco,USA,"erp, software, tv, radio, cable-network, advertising, revenue-management, pro, exchange",37.7895289,-122.3885899,34500000.0,$,1.0,34500000.0,False,False,True
872,DriftToIt,Raleigh,USA,"website-discovery-engine, web-2-0",35.897056,-78.650229,300000.0,$,1.0,300000.0,False,False,False
873,Ziplocal,Toronto,CAN,"search-engine, business-directory, online-advertising, internet-marketing, local-search, canada, business",43.650105,-79.396805,15300000.0,C,,,False,False,False
874,Ziplocal,Montreal,CAN,"search-engine, business-directory, online-advertising, internet-marketing, local-search, canada, business",45.498179,-73.565316,15300000.0,C,,,False,False,False
875,LoudClick,St Paul,USA,"build-websites-together, build-websites, website-builder, web-2-0, participation, shared-publishing",44.86495,-93.288479,600000.0,$,1.0,600000.0,False,False,False
876,CPXi,New York,USA,"online-advertising, display-advertising, advertising, digital, ad-network, digital-marketing",40.7550708,-73.9869523,0.0,$,1.0,0.0,False,False,False
878,AdOn Network,Tempe,USA,"ad-network, online-advertising, internet-advertising, text-ads, display-ads, pop-under-ads",33.445096,-111.9600942,0.0,$,1.0,0.0,False,False,False
879,AdOn Network,Melville,USA,"ad-network, online-advertising, internet-advertising, text-ads, display-ads, pop-under-ads",40.775856,-73.424227,0.0,$,1.0,0.0,False,False,False
880,EdjWonders,Rome,ITA,"mobile, webtv, advertising",41.967693,12.447348,0.0,$,1.0,0.0,False,False,False
881,SaySwap,Maple Grove,USA,"games, video-game, wii, ps3, xbox-360, social-shopping, social-networking",45.082573,-93.423661,550000.0,$,1.0,550000.0,False,False,False
882,Roll A Name,Montreal,CAN,"web-2-0, social-networking, promotion",45.545447,-73.639076,0.0,$,1.0,0.0,False,False,False
883,BitRock,Alameda,USA,"open-source, isv, software, network-service",37.78424,-122.274771,0.0,$,1.0,0.0,False,False,False
884,Blueprint Software Systems,Toronto,CAN,"requirements-management-tool, requirements-software, requirements-management, requirements-definition",43.65101,-79.381254,30200000.0,$,1.0,30200000.0,False,False,True
885,Idea Shower,Minneapolis,USA,"ideas, startups, web-development, programming",44.977482,-93.264351,2300000.0,$,1.0,2300000.0,False,False,True
886,Sport Interactiva,Philadelphia,USA,sports-facebook-apps-open-social-games-2-0,39.951053,-75.197465,0.0,$,1.0,0.0,False,False,False
887,BuiltWith,Manly,AUS,"website-technology, site-profiler, technology-site-uses",-33.797144,151.28804,0.0,$,1.0,0.0,False,False,False
888,Faulkner Technologies,Boston,USA,"saas, paas, software-as-a-service, platform-as-a-service, cloud, cloud-computing",42.351137,-71.070322,0.0,$,1.0,0.0,False,False,False
889,Faulkner Technologies,New Farm,AUS,"saas, paas, software-as-a-service, platform-as-a-service, cloud, cloud-computing",-27.467878,153.047052,0.0,$,1.0,0.0,False,False,False
890,CrestaTech,Santa Clara,USA,"sdr, sdf, software--radio-comunication, new-rf",37.383368,-121.980186,20900000.0,$,1.0,20900000.0,False,False,True
892,Oliomap,Grand-Saconnex,CHE,"biofuels, biodiesel, sustainable-development, geneva, switzerland, community, web2-0",46.236895,6.124429,0.0,$,1.0,0.0,False,False,False
893,Pixy Ltd,Maidenhead,GBR,"photo-sharing-community, digital-photography-blogs, photoblog, online-photo-sharing, digital-photography, photo-gallery",51.508466,-0.742987,50000.0,£,1.21,60500.0,False,False,False
895,NameMedia,Waltham,USA,"domain, domain-sales, domain-buying, internet, advertising, ecommerce, premium-site, web-2-0, message-boards, blogs, photo-sharing, photo-gallery",42.389557,-71.260509,0.0,$,1.0,0.0,False,False,False
896,Vitalist,Garland,USA,"gtd, productivity, software, web-2-0",32.909188,-96.634389,0.0,$,1.0,0.0,False,False,False
897,NOLOH,New York,USA,"php, rich-internet-applications, ajax, framework",40.762975,-73.9674,0.0,$,1.0,0.0,False,False,False
898,EventElephant,Richmond,GBR,"web2ireland, event, event-planning, event-registration, event-payment",53.335194,-6.252923,0.0,$,1.0,0.0,False,False,False
900,RIM Systems,St Paul,USA,"sports, website, recreation, teams, league",45.051143,-93.027461,0.0,$,1.0,0.0,False,False,False
901,SensorWave,Carlsbad,USA,"web-service, public-safety, physical-security, protect, secure, monitor, monitoring, safety, guard, dispatch",33.103252,-117.266749,1000000.0,$,1.0,1000000.0,False,False,False
902,SensorWave,Carlsbad,USA,"web-service, public-safety, physical-security, protect, secure, monitor, monitoring, safety, guard, dispatch",33.132099,-117.253783,1000000.0,$,1.0,1000000.0,False,False,False
903,Addesso,Drexel Hill,USA,"web-site-design, development, internet-application",39.947465,-75.288083,0.0,$,1.0,0.0,True,False,False
904,Clutterme,Toronto,CAN,"webpage-creation, custom-homepage, editable-website",43.670233,-79.386755,0.0,$,1.0,0.0,False,False,False
905,Tubu Internet Solutions,Munhall,USA,"web-hosting, domains, domain-registration, hosting, registrar, web, web-services",40.385094,-79.903706,0.0,$,1.0,0.0,False,False,False
906,AlphaTrade,North Vancouver,CAN,financial-content-for-websites,49.3181007,-123.0999918,0.0,$,1.0,0.0,False,False,False
907,BayPoint Benefits,San Francisco,USA,"employee-benefits, strategic-hr-for-technology, venture-capital, start-ups, biotechnology, web-3-0",37.835198,-122.477294,0.0,$,1.0,0.0,False,False,False
909,Placement Spot,Ridgefield,USA,"in-game-advertising, video-games, advertising, product-placement",45.7968414,-122.6931439,0.0,$,1.0,0.0,False,False,False
910,Nxtbook Media,Lancaster,USA,"magazine, catalog, collateral, digital-magazine, digital-media, consumer-magzine, business-to-business, digital-edition",40.047146,-76.295772,0.0,$,1.0,0.0,False,False,False
912,Samba Tech,Belo Horizonte,BRA,"saas, video-platform, content-manager-platform, video, audio, images, video-advertising, digital-distribution, syndication, streaming, media-center, logistic",-19.815731,-43.954223,3000000.0,$,1.0,3000000.0,False,False,True
913,AdParlor,"Toronto, Ontario",CAN,"advertising, facebook, advertising-on-facebook, growing-facebook-games, social-gaming",43.8356434,-79.4418543,0.0,$,1.0,0.0,False,True,False
914,AdParlor,New York,USA,"advertising, facebook, advertising-on-facebook, growing-facebook-games, social-gaming",40.7262412,-74.0073271,0.0,$,1.0,0.0,False,True,False
915,AdParlor,"Covent Garden, London",GBR,"advertising, facebook, advertising-on-facebook, growing-facebook-games, social-gaming",51.5119883,-0.1260146,0.0,$,1.0,0.0,False,True,False
916,AdParlor,San Francisco,USA,"advertising, facebook, advertising-on-facebook, growing-facebook-games, social-gaming",37.78866,-122.401406,0.0,$,1.0,0.0,False,True,False
917,AdParlor,Shanghai,CHN,"advertising, facebook, advertising-on-facebook, growing-facebook-games, social-gaming",31.224588,121.480029,0.0,$,1.0,0.0,False,True,False
918,AdParlor,Paris,FRA,"advertising, facebook, advertising-on-facebook, growing-facebook-games, social-gaming",48.8506065,2.3797825,0.0,$,1.0,0.0,False,True,False
919,Ensign Technologies,Springfield,USA,"outsourced-it, web-design, web-development, backup, network, network-security, computer-hardware, software-development, interaction-design, remote-support, help-desk, disaster-recovery, business-continuity",37.207262,-93.302443,0.0,$,1.0,0.0,True,False,False
920,VBS TV,Brooklyn,USA,"iptv, web-video, online-video",40.720764,-73.957968,10000000.0,$,1.0,10000000.0,False,False,True
923,Rui Peixeiro,CovilhÃ£,PRT,"webdesign, webdeveloper, html, criao-sites",40.29416,-7.469215,0.0,$,1.0,0.0,True,False,False
924,Talent Gurus,Houston,USA,"seo-services, virtual-assistant, virtual-assistant-services, website-design, offshore-outsourcing, outsourcing-services, bpo-services, back-office-services, back-office-support",30.050837,-95.230789,0.0,$,1.0,0.0,True,False,False
926,CreActivity Focus,Lima,PER,"blogs, weblogs, media, companies",-12.0805011,-77.0551909,0.0,$,1.0,0.0,False,False,False
927,FileMaker,Santa Clara,USA,"database-software, personal-database-software, information-management, asset-management, crm, inventory, web-publishing",37.406456,-121.983146,0.0,$,1.0,0.0,False,False,False
928,Stardock,Plymouth,USA,desktop-utility-software,42.392452,-83.510167,0.0,$,1.0,0.0,False,False,False
929,rPath,Raleigh,USA,"cloud-computing, virtualization, software-as-a-service, saas, virtual-appliances, amazon-web-services",35.79181,-78.74123,32500000.0,$,1.0,32500000.0,False,False,True
930,NativeBroadcast,Brookeville,USA,"web-aplications, websites, web-services",39.22093,-77.056079,0.0,$,1.0,0.0,False,False,False
931,Pixelmatic,Vancouver,CAN,"apple-ios, android, skill-games, games, casual-games, casual-core, true-social, social-games, messaging-app-games, wechat",49.263588,-123.138565,0.0,$,1.0,0.0,False,False,False
933,Next Limit,Madrid,ESP,"realflow, maxwell-render, simulation, xflow, software, fx, animation, fluids, render, innovation, dynamic, production, effects, cg, real-simulation, realistic, architecture, visualization",40.455219,-3.650703,0.0,$,1.0,0.0,False,False,False
935,Tangivel,Coimbra,PRT,"usability, usability-studies, usability-testing, interaction, ux, user-interface-design, user-centered-design, hci, user-profiling, task-analysis, prototyping, heuristic-evaluation, user-testing, quantitative-analysis, accessibility-evaluation-guidelines,",40.19266,-8.418228,0.0,$,1.0,0.0,True,False,False
937,Time Warden,Dublin,IRL,"web2ireland, time-tracking, timesheets, project, employee, project-management, software",53.2781561,-6.1071512,0.0,$,1.0,0.0,False,False,False
938,Flimp Media,Hopkinton,USA,"web-video-marketing, saas, video, analytics, video-email, audiovisual, rich-media, videosites",42.228946,-71.51888,0.0,$,1.0,0.0,False,False,False
939,Union Street Media,Burlington,USA,"web-design, real-estate, ecommerce",44.468055,-73.207641,0.0,$,1.0,0.0,True,False,False
940,mental images,San Francisco,USA,"software, graphics, animators",37.794649,-122.399646,0.0,$,1.0,0.0,False,False,False
941,mental images,Berlin,DEU,"software, graphics, animators",52.505675,13.327876,0.0,$,1.0,0.0,False,False,False
942,mental images,Melbourne,AUS,"software, graphics, animators",-37.812332,144.968956,0.0,$,1.0,0.0,False,False,False
945,Appian,Reston,USA,"bpm, cloud, mobile, social, social-business, worksocial, enterprise-software, soa, collaboration, web-applications, process, ajax, java",38.912827,-77.220028,10000000.0,$,1.0,10000000.0,False,False,True
946,Appian,London,GBR,"bpm, cloud, mobile, social, social-business, worksocial, enterprise-software, soa, collaboration, web-applications, process, ajax, java",51.513122,-0.094384,10000000.0,$,1.0,10000000.0,False,False,True
950,Texterity,Southborough,USA,"magazine, consumer-magzine, business-to-business, catalog, digital-magazine, digital-media, digital-edition",42.292087,-71.518553,0.0,$,1.0,0.0,False,False,False
951,Alcance Media Group,San Francisco,USA,"multicultural, hispanic, advertising, digital, marketing, ad-network, consulting, spanish, ad-serving, hispanic-ad-network, advertising-in-mexico, advertising-in-latin-america, hispanic-branding",37.791068,-122.401942,0.0,$,1.0,0.0,False,False,False
952,Photobucket,Denver,USA,"wireless, mobile, photography, pictures, images, software",47.601803,-122.332085,33700000.0,$,1.0,33700000.0,False,False,True
953,Blue Sky Technologies,Coppell,USA,"supply-chain-software, custom-software-development",32.9844884,-96.9932926,0.0,$,1.0,0.0,False,False,False
955,Uprizer Labs,Austin,USA,"ai, p2p, software",30.291391,-97.710481,0.0,$,1.0,0.0,False,False,False
960,Gislen Software,Stockholm,SWE,"software-outsourcing, requirement-collection, packaged-software",59.6121259,17.8947672,0.0,$,1.0,0.0,False,False,False
963,Troux Technologies,Austin,USA,"software, it-strategic-planning, planning, strategic, ea, enterprise-architecture",30.381525,-97.810484,33900000.0,$,1.0,33900000.0,False,False,True
964,Troux Technologies,Slough,GBR,"software, it-strategic-planning, planning, strategic, ea, enterprise-architecture",51.519369,-0.631817,33900000.0,$,1.0,33900000.0,False,False,True
965,Troux Technologies,MÃ¼nchen,DEU,"software, it-strategic-planning, planning, strategic, ea, enterprise-architecture",48.142778,11.505366,33900000.0,$,1.0,33900000.0,False,False,True
966,TimeLapse mobile,Novato,USA,"mobile--games, games, interconnected, multiplayer",38.068295,-122.532658,0.0,$,1.0,0.0,False,False,False
968,Ounce Labs,Waltham,USA,source-code-analysis-risk-assessment-software-security-asssessment-owasp-application,42.393662,-71.255855,13500000.0,$,1.0,13500000.0,False,False,True
970,Crazy Egg,cerritos,USA,"website-test, website-tracking, website-activity, heat-maps, mouse-tracking",33.8587559,-118.0477319,0.0,$,1.0,0.0,False,False,False
971,Crazy Egg,La Mirada,USA,"website-test, website-tracking, website-activity, heat-maps, mouse-tracking",33.9115449,-117.983856,0.0,$,1.0,0.0,False,False,False
972,InThrMa,Oakland,USA,"hvac, climate, energy, management, visualization, thermostat, software, hardware",37.810448,-122.239864,10000.0,$,1.0,10000.0,False,False,False
975,Avature,New York,USA,"saas, recruiting, crm, hcm, software, web-2-0, talent-acquisition, recruiting-crm",40.706271,-74.009242,0.0,$,1.0,0.0,False,False,False
976,Catalyst Resources,San Mateo,USA,"saas, interface-design",37.552137,-122.314156,0.0,$,1.0,0.0,True,False,False
977,Catalyst Resources,Washington,USA,"saas, interface-design",40.75604,-73.986941,0.0,$,1.0,0.0,True,False,False
978,NewQuest,CHAMBERY,FRA,"one-door, asp-tools, web-analytics, key-performance-indicators, universe, roi, web-marketing",45.591163,5.92224,0.0,$,1.0,0.0,False,False,False
979,NewQuest,SEVRAN,FRA,"one-door, asp-tools, web-analytics, key-performance-indicators, universe, roi, web-marketing",48.927697,2.531457,0.0,$,1.0,0.0,False,False,False
981,ShopMyCloset,,USA,"shopping, online, online-shopping, vintage, women, fashion, events, designer, discount, bargain, shoes, dresses, shop, shopblog, shop-blog, styling",40.75604,-73.986941,0.0,$,1.0,0.0,True,False,False
982,Semanticator,Phoenix,USA,"semantic-marketing, semantic-web, web-3-0, marketing-technology",33.448263,-112.073821,0.0,$,1.0,0.0,False,False,False
983,Solaiemes,Madrid,ESP,"rcs, ims, rich-communication-suite, rcs-apis, rcs-thin-clients, videoshare, usability, mobility, mobile-infrastructure, push-to-talk, mobile-crm, mobile-erp, mobile-user-generated-content, merging-telco--internet",40.382338,-3.773844,685000.0,€,1.07,732950.0,False,False,False
985,SightSpeed,Berkeley,USA,"video-call, video-conference, voip, p2p, video-chat, software, technology, pc, mac",37.858628,-122.292555,0.0,$,1.0,0.0,False,False,False
987,Partnerbyte,Istanbul,TUR,"platforms, web2-0",41.052565,28.984423,100000.0,$,1.0,100000.0,False,False,False
988,Affinegy,Austin,USA,"digital-lifestyles, connected-life, media-manager, home-networking, network-management, wireless, broadband",30.271891,-97.816472,550000.0,$,1.0,550000.0,False,False,False
989,LifePics,Boulder,USA,"online-imaging-solution, digital-lab-solution, photo, photofinishing, order-prints-online, order-photos-online, prints, photo-book, create-photo-book-online",40.025479,-105.219298,1980000.0,$,1.0,1980000.0,False,False,True
990,Veeple,Palo Alto,USA,"interactive-media, video, clickable-video, digital-media",37.421142,-122.101182,0.0,$,1.0,0.0,False,False,False
991,Pluribo,New York,USA,"artificial-intelligence, summary-engine, semantic-web, amazon",40.751293,-73.978887,0.0,$,1.0,0.0,False,False,False
993,Searchles,Washington,USA,"free-online-games, dress-up-games",38.905327,-77.038897,2000000.0,$,1.0,2000000.0,False,False,True
994,Internet Broadcasting,St. Paul,USA,internet-broadcasting,44.9272268,-93.1215111,500000.0,$,1.0,500000.0,False,False,False
995,NewTarget Web,Bergamo,ITA,"web-2-0, smm, seo, sem, smo, php, flash, phyton, photoshop, viral, online-marketing",45.709449,9.68222,0.0,$,1.0,0.0,False,False,False
996,Zyked,Boston,USA,"exercising, training, health, sports, running, game, play, community, social, motivation, web, web-2-0, mobile, gps, iphone, nike",42.345495,-71.088927,0.0,$,1.0,0.0,False,False,False
997,vunite media,Salt Lake City,USA,"design, development, website-management, manage-websites, blogs, web-design",40.766429,-111.858952,0.0,$,1.0,0.0,True,False,False
998,RezOvation,Austin,USA,"property-management-system, hotel-software, inn-software, bb-software, microsoft-certified, intuit, quickbooks",30.268852,-97.74122,0.0,$,1.0,0.0,False,False,False
1000,Expert System,Modena,ITA,"semantics, semantic-web-technology, semantic-search, semantic-advertising, natural-language-search, nlp, unstructured-information, web-3-0, search",44.653601,10.857924,0.0,$,1.0,0.0,False,False,False
1002,MEDDIA,Barcelona,ESP,"knowledge-managent, web-design, consulting, digital-coaching, open-source, ict-driven-organisational-change, web, weblog, culture, communication, mobile, responsive, marketing-online",41.4018094,2.1815648,0.0,$,1.0,0.0,True,False,False
1003,Surgenia Productions,Vancouver,CAN,"web, community, democracy, share, 2-0, development, cfml, campaign, service, vancouver",49.28437,-123.109136,0.0,$,1.0,0.0,False,False,False
1004,HomeSpace,Singapore,SGP,"real-estate, property, singapore, search, web-2-0, google-maps",1.292513,103.779503,40000.0,$,1.0,40000.0,False,False,False
1005,Ground Control Labs,Oslo,NOR,"moot, mobile-software, social-software, windows-software, proximity, sharing, instant-messaging",59.91382,10.738741,0.0,$,1.0,0.0,False,False,False
1006,Meetweb,Napoli,ITA,"web-design, web-site, cms, seo, sem, web-marketing, internet-marketing, ppc, roi, internet-advertising, web-application, e-commerce",40.838338,14.235889,0.0,$,1.0,0.0,True,False,False
1007,Base 10 Web Solutions,Ottawa,CAN,"real-estate, real-estate-marketing, web-2-0, single-property-websites",45.392766,-75.752398,0.0,$,1.0,0.0,False,False,False
1008,Ninth Yard,Omaha,USA,"web-application, development, management",30.268735,-97.745209,0.0,$,1.0,0.0,False,False,False
1010,Flexbit,Zug,CHE,"consulting, it-consulting, java, j2ee, switzerland, webtechnoglies, soa",47.155136,8.51229,0.0,$,1.0,0.0,False,False,False
1011,BeeBole,Brussels,BEL,"small-business, software, business-applications, platform",50.837051,4.367612,0.0,$,1.0,0.0,False,False,False
1012,BeeBole,New Delhi,IND,"small-business, software, business-applications, platform",28.635308,77.22496,0.0,$,1.0,0.0,False,False,False
1015,Anubavam,San Antonio,USA,"offshore, outsource, outsourcing, web-development, crm, small-business, software-company, web-design, mobile-page-design, small-business-solutions, seo, sem, online-marketing, ajax",29.743772,-98.692465,0.0,$,1.0,0.0,True,False,False
1018,Ascend Internet Marketing,West Bloomfield,USA,"internet, marketing, seo, ecommerce, oscommerce, magento, joomla",42.6244,-83.3183,0.0,$,1.0,0.0,False,False,False
1019,inFlow Inventory Software,Toronto,CAN,"inventory-software, inventory-system, free-inventory-software, inventory-management-software, inventory, small-business",43.790009,-79.25708,0.0,$,1.0,0.0,False,False,False
1020,Dot Com Infoway France,Chennai,IND,"software, web-development, wed-design, internet-marketing, seo, sem, search-engine-marketing, web2-0",13.11352,80.152135,0.0,$,1.0,0.0,True,False,False
1021,mmCHANNEL,Pozuelo de Alarcon,ESP,"digital-content, mobile-entertainment, media-distribution-services, hosted-services-platform",40.456204,-3.813122,2000000.0,€,1.07,2140000.0,False,False,True
1022,Altersage,Cape Town,ZAF,"online-marketing, search-engine-optimization, pay-per-click-advertising, seo, ppc, social-media-strategies, digital-strategies, emarketing, usability, web-conversion-analytics",-34.0376795,18.5027877,0.0,$,1.0,0.0,False,False,False
1023,BitDefender,Fort Lauderdale,USA,antivirus-security-software-internet-firewall-back-up,26.170422,-80.150794,7000000.0,$,1.0,7000000.0,False,False,True
1025,UMapper,Greenwood Village,USA,"maps, kml, widget, geoweb, umap, google-maps, openstreetmap, microsoft-virtual-earth",39.620872,-104.903368,0.0,$,1.0,0.0,False,False,False
1026,Stampede Technologies,Dayton,USA,"web-acceleration, enterprise, data-management, lotus-notes, domino-servers, web-optimization",39.611787,-84.15843,0.0,$,1.0,0.0,False,False,False
1028,Paragent,Muncie,USA,"saas, remote, desktop, management, msp, web-based, hosted",40.1899111,-85.4153237,0.0,$,1.0,0.0,False,False,False
1030,IDEO,Palo Alto,USA,"innovation, design, consultant, product-development, service-development, interaction-design, experience-design, design-thinking",37.441971,-122.161151,0.0,$,1.0,0.0,True,False,False
1031,IDEO,Cambridge,USA,"innovation, design, consultant, product-development, service-development, interaction-design, experience-design, design-thinking",42.363936,-71.101238,0.0,$,1.0,0.0,True,False,False
1033,IDEO,London,GBR,"innovation, design, consultant, product-development, service-development, interaction-design, experience-design, design-thinking",51.522272,-0.109804,0.0,$,1.0,0.0,True,False,False
1034,IDEO,Evanston,USA,"innovation, design, consultant, product-development, service-development, interaction-design, experience-design, design-thinking",42.046475,-87.680813,0.0,$,1.0,0.0,True,False,False
1035,IDEO,Munich,DEU,"innovation, design, consultant, product-development, service-development, interaction-design, experience-design, design-thinking",48.136592,11.580102,0.0,$,1.0,0.0,True,False,False
1036,IDEO,New York,USA,"innovation, design, consultant, product-development, service-development, interaction-design, experience-design, design-thinking",40.721026,-74.001614,0.0,$,1.0,0.0,True,False,False
1039,Ammunition Group,Padova,ITA,product-design,45.409568,11.876589,0.0,$,1.0,0.0,True,False,False
1040,itteco,Ottawa,CAN,"startup, custom, agile, outsourcing, software, development, service, consulting",45.4202329,-75.7015497,0.0,$,1.0,0.0,False,False,False
1041,Spoiltchild,Drogheda,IRL,"web-design, product-design, interface-design, email-marketing, weddings, widgets, productivity, review, collaboration, web2ireland",40.19036,-74.840241,0.0,$,1.0,0.0,True,False,False
1042,GEN247,Brooklyn,USA,alternate-reality-games,40.727434,-73.9447994,0.0,$,1.0,0.0,False,False,False
1045,Synology,Redmond,USA,"storage, nas, surveillance, network-attached-storage, server, linux, raid-5, raid-1, raid-0, upnp, web-server, multimedia",47.634824,-122.13771,0.0,$,1.0,0.0,False,False,False
1046,WatchMouse,Utrecht,NLD,"website-monitoring, performance, uptime, downtime, api, api-status, dev-twitter-com, public-status-pages",52.078228,5.115938,0.0,$,1.0,0.0,False,False,False
1051,Fluid Entertainment,Mill Valley,USA,"virtual-world, gamine, games, children",37.906966,-122.545763,3200000.0,$,1.0,3200000.0,False,False,True
1052,Bronto Software,Durham,USA,"email-marketing, , ecommerce, software-as-a-service",35.993902,-78.903505,0.0,$,1.0,0.0,False,False,False
1054,Fixie,Seattle,USA,"web-design, web-development, consulting, ruby, rails, ruby-on-rails",47.6042792,-122.3374372,0.0,$,1.0,0.0,True,False,False
1056,Kickplay,Naples,USA,"personalized-games, personal-games, flash-games, online-games, funny-games",26.037363,-81.741456,0.0,$,1.0,0.0,False,False,False
1057,Bizcard,Scottsdale,USA,"business-cards, postcards, magnets, design-services, direct-mail, green-seal, green-printing, eco-friendly",33.5093,-111.8985,0.0,$,1.0,0.0,True,False,False
1059,SourceSouth,San Francisco,USA,"software-product-development-outsourcing, website-development-offshore",37.75788,-122.427476,0.0,$,1.0,0.0,False,False,False
1060,ON24,San Francisco,USA,"webcast, webcasting, web-application, business, corporation, lead-generation",37.7850326,-122.4004738,8000000.0,$,1.0,8000000.0,False,False,True
1063,ON24,New York,USA,"webcast, webcasting, web-application, business, corporation, lead-generation",40.719609,-74.000754,8000000.0,$,1.0,8000000.0,False,False,True
1064,Kapish,Docklands,AUS,trim-context-ecm-edms-edrms-edm-tower-software-explorer,-37.812649,144.943656,0.0,$,1.0,0.0,False,False,False
1065,Nibea,Oakland,USA,"website-builder, creator, flex, aws, free, website, hosting",37.772323,-122.214897,0.0,$,1.0,0.0,False,False,False
